,Country,Region,Var,Year,Value
1892,Gabon,Sub-Saharan Africa,Logged GDP per capita,2020,9.680537224
1893,Gambia,Sub-Saharan Africa,Logged GDP per capita,2020,7.321814537
1894,Georgia,Commonwealth of Independent States,Logged GDP per capita,2020,9.226100922
1895,Germany,Western Europe,Logged GDP per capita,2020,10.7328186
1896,Ghana,Sub-Saharan Africa,Logged GDP per capita,2020,8.350645065
1897,Greece,Western Europe,Logged GDP per capita,2020,10.13232613
1898,Guatemala,Latin America and Caribbean,Logged GDP per capita,2020,8.924805641
1899,Guinea,Sub-Saharan Africa,Logged GDP per capita,2020,7.750990391
1900,Haiti,Latin America and Caribbean,Logged GDP per capita,2020,7.411329269
1901,Honduras,Latin America and Caribbean,Logged GDP per capita,2020,8.424534798
1902,Hong Kong S.A.R. of China,East Asia,Logged GDP per capita,2020,10.9346714
1903,Hungary,Central and Eastern Europe,Logged GDP per capita,2020,10.24924374
1904,Iceland,Western Europe,Logged GDP per capita,2020,10.77255917
1905,India,South Asia,Logged GDP per capita,2020,8.849823952
1906,Indonesia,Southeast Asia,Logged GDP per capita,2020,9.36975193
1907,Iran,Middle East and North Africa,Logged GDP per capita,2020,9.813719749
1908,Iraq,Middle East and North Africa,Logged GDP per capita,2020,9.661095619
1909,Ireland,Western Europe,Logged GDP per capita,2020,11.16097832
1910,Israel,Middle East and North Africa,Logged GDP per capita,2020,10.41752529
1911,Italy,Western Europe,Logged GDP per capita,2020,10.48183632
1912,Ivory Coast,Sub-Saharan Africa,Logged GDP per capita,2020,8.225561142
1913,Jamaica,Latin America and Caribbean,Logged GDP per capita,2020,9.006250381
1914,Japan,East Asia,Logged GDP per capita,2020,10.57968903
1915,Jordan,Middle East and North Africa,Logged GDP per capita,2020,9.025999069
1916,Kazakhstan,Commonwealth of Independent States,Logged GDP per capita,2020,10.11465836
1917,Kenya,Sub-Saharan Africa,Logged GDP per capita,2020,8.02977562
1918,Kosovo,Central and Eastern Europe,Logged GDP per capita,2020,9.204429626
1919,Kuwait,Middle East and North Africa,Logged GDP per capita,2020,11.08982468
1920,Kyrgyzstan,Commonwealth of Independent States,Logged GDP per capita,2020,8.148405075
1921,Laos,Southeast Asia,Logged GDP per capita,2020,8.79858017
1922,Latvia,Central and Eastern Europe,Logged GDP per capita,2020,10.17531967
1923,Lebanon,Middle East and North Africa,Logged GDP per capita,2020,9.3617239
1924,Lesotho,Sub-Saharan Africa,Logged GDP per capita,2020,7.960488319
1925,Liberia,Sub-Saharan Africa,Logged GDP per capita,2020,7.054380417
1926,Libya,Middle East and North Africa,Logged GDP per capita,2020,9.789815903
1927,Lithuania,Central and Eastern Europe,Logged GDP per capita,2020,10.34362602
1928,Luxembourg,Western Europe,Logged GDP per capita,2020,11.45068073
1929,Macedonia,Central and Eastern Europe,Logged GDP per capita,2020,9.510591507
1930,Madagascar,Sub-Saharan Africa,Logged GDP per capita,2020,7.281685829
1931,Malawi,Sub-Saharan Africa,Logged GDP per capita,2020,7.062226295
1932,Malaysia,Southeast Asia,Logged GDP per capita,2020,10.26251888
1933,Maldives,South Asia,Logged GDP per capita,2020,9.518632889
1934,Mali,Sub-Saharan Africa,Logged GDP per capita,2020,7.629852295
1935,Malta,Western Europe,Logged GDP per capita,2020,10.53383827
1936,Mauritania,Sub-Saharan Africa,Logged GDP per capita,2020,8.233919144
1937,Mauritius,Sub-Saharan Africa,Logged GDP per capita,2020,9.956786156
1938,Mexico,Latin America and Caribbean,Logged GDP per capita,2020,9.797797203
1939,Moldova,Commonwealth of Independent States,Logged GDP per capita,2020,8.776714325
1940,Mongolia,East Asia,Logged GDP per capita,2020,9.412186623
1941,Montenegro,Central and Eastern Europe,Logged GDP per capita,2020,9.751860619
1942,Morocco,Middle East and North Africa,Logged GDP per capita,2020,8.940313339
1943,Mozambique,Sub-Saharan Africa,Logged GDP per capita,2020,7.069345951
1944,Myanmar,Southeast Asia,Logged GDP per capita,2020,8.680481911
1945,Namibia,Sub-Saharan Africa,Logged GDP per capita,2020,9.203141212
1946,Nepal,South Asia,Logged GDP per capita,2020,7.925357342
1947,Netherlands,Western Europe,Logged GDP per capita,2020,10.81271172
1948,New Zealand,North America and ANZ,Logged GDP per capita,2020,10.50094318
1949,Nicaragua,Latin America and Caribbean,Logged GDP per capita,2020,8.493160248
1950,Niger,Sub-Saharan Africa,Logged GDP per capita,2020,6.842166901
1951,Nigeria,Sub-Saharan Africa,Logged GDP per capita,2020,8.57662487
1952,North Cyprus,Western Europe,Logged GDP per capita,2020,10.40570259
1953,North Macedonia,Central and Eastern Europe,Logged GDP per capita,2020,
1954,Norway,Western Europe,Logged GDP per capita,2020,11.08780384
1955,Pakistan,South Asia,Logged GDP per capita,2020,8.482727051
1956,Palestinian Territories,Middle East and North Africa,Logged GDP per capita,2020,8.389223099
1957,Panama,Latin America and Caribbean,Logged GDP per capita,2020,10.03423405
1958,Paraguay,Latin America and Caribbean,Logged GDP per capita,2020,9.389982224
1959,Peru,Latin America and Caribbean,Logged GDP per capita,2020,9.456313133
1960,Philippines,Southeast Asia,Logged GDP per capita,2020,8.993545532
1961,Poland,Central and Eastern Europe,Logged GDP per capita,2020,10.26512432
1962,Portugal,Western Europe,Logged GDP per capita,2020,10.26374245
1963,Romania,Central and Eastern Europe,Logged GDP per capita,2020,10.107584
1964,Russia,Commonwealth of Independent States,Logged GDP per capita,2020,10.12887192
1965,Rwanda,Sub-Saharan Africa,Logged GDP per capita,2020,7.600104332
1966,Saudi Arabia,Middle East and North Africa,Logged GDP per capita,2020,10.79781246
1967,Senegal,Sub-Saharan Africa,Logged GDP per capita,2020,8.118982315
1968,Serbia,Central and Eastern Europe,Logged GDP per capita,2020,9.680980682
1969,Sierra Leone,Sub-Saharan Africa,Logged GDP per capita,2020,7.26880312
1970,Singapore,Southeast Asia,Logged GDP per capita,2020,11.39552116
1971,Slovakia,Central and Eastern Europe,Logged GDP per capita,2020,10.34774971
1972,Slovenia,Central and Eastern Europe,Logged GDP per capita,2020,10.39232254
1973,South Africa,Sub-Saharan Africa,Logged GDP per capita,2020,9.403370857
1974,South Korea,East Asia,Logged GDP per capita,2020,10.51056671
1975,South Sudan,Sub-Saharan Africa,Logged GDP per capita,2020,7.425359726
1976,Spain,Western Europe,Logged GDP per capita,2020,10.46292686
1977,Sri Lanka,South Asia,Logged GDP per capita,2020,9.389969826
1978,Swaziland,Sub-Saharan Africa,Logged GDP per capita,2020,9.16267395
1979,Sweden,Western Europe,Logged GDP per capita,2020,10.75879383
1980,Switzerland,Western Europe,Logged GDP per capita,2020,10.97993279
1981,Taiwan Province of China,East Asia,Logged GDP per capita,2020,10.77568531
1982,Tajikistan,Commonwealth of Independent States,Logged GDP per capita,2020,8.024810791
1983,Tanzania,Sub-Saharan Africa,Logged GDP per capita,2020,7.967665195
1984,Thailand,Southeast Asia,Logged GDP per capita,2020,9.741791725
1985,Togo,Sub-Saharan Africa,Logged GDP per capita,2020,7.357711315
1986,Trinidad and Tobago,Latin America and Caribbean,Logged GDP per capita,2020,10.26000214
1987,Tunisia,Middle East and North Africa,Logged GDP per capita,2020,9.314972878
1988,Turkey,Middle East and North Africa,Logged GDP per capita,2020,10.12941933
1989,Turkmenistan,Commonwealth of Independent States,Logged GDP per capita,2020,9.74803257
1990,Uganda,Sub-Saharan Africa,Logged GDP per capita,2020,7.500389576
1991,Ukraine,Commonwealth of Independent States,Logged GDP per capita,2020,9.010690689
1992,United Arab Emirates,Middle East and North Africa,Logged GDP per capita,2020,11.1099987
1993,United Kingdom,Western Europe,Logged GDP per capita,2020,10.60013485
1994,United States,North America and ANZ,Logged GDP per capita,2020,10.92576885
1995,Uruguay,Latin America and Caribbean,Logged GDP per capita,2020,9.948192596
1996,Uzbekistan,Commonwealth of Independent States,Logged GDP per capita,2020,8.740371704
1997,Venezuela,Latin America and Caribbean,Logged GDP per capita,2020,8.977793694
1998,Vietnam,Southeast Asia,Logged GDP per capita,2020,8.809545517
1999,Yemen,Middle East and North Africa,Logged GDP per capita,2020,7.759682655
2000,Zambia,Sub-Saharan Africa,Logged GDP per capita,2020,8.224720001
2001,Zimbabwe,Sub-Saharan Africa,Logged GDP per capita,2020,7.865711689
2002,Afghanistan,South Asia,Logged GDP per capita,2021,7.695
2003,Albania,Central and Eastern Europe,Logged GDP per capita,2021,9.52
2004,Algeria,Middle East and North Africa,Logged GDP per capita,2021,9.342
2005,Argentina,Latin America and Caribbean,Logged GDP per capita,2021,9.962
2006,Armenia,Commonwealth of Independent States,Logged GDP per capita,2021,9.487
2007,Australia,North America and ANZ,Logged GDP per capita,2021,10.796
2008,Austria,Western Europe,Logged GDP per capita,2021,10.906
2009,Azerbaijan,Commonwealth of Independent States,Logged GDP per capita,2021,9.569
2010,Bahrain,Middle East and North Africa,Logged GDP per capita,2021,10.669
2011,Bangladesh,South Asia,Logged GDP per capita,2021,8.454
2012,Belarus,Commonwealth of Independent States,Logged GDP per capita,2021,9.853
2013,Belgium,Western Europe,Logged GDP per capita,2021,10.823
2014,Benin,Sub-Saharan Africa,Logged GDP per capita,2021,8.087
2015,Bolivia,Latin America and Caribbean,Logged GDP per capita,2021,9.046
2016,Bosnia and Herzegovina,Central and Eastern Europe,Logged GDP per capita,2021,9.59
2017,Botswana,Sub-Saharan Africa,Logged GDP per capita,2021,9.782
2018,Brazil,Latin America and Caribbean,Logged GDP per capita,2021,9.577
2019,Bulgaria,Central and Eastern Europe,Logged GDP per capita,2021,10.016
2020,Burkina Faso,Sub-Saharan Africa,Logged GDP per capita,2021,7.678
2021,Burundi,Sub-Saharan Africa,Logged GDP per capita,2021,6.635
2022,Cambodia,Southeast Asia,Logged GDP per capita,2021,8.36
2023,Cameroon,Sub-Saharan Africa,Logged GDP per capita,2021,8.189
2024,Canada,North America and ANZ,Logged GDP per capita,2021,10.776
2025,Central African Republic,Sub-Saharan Africa,Logged GDP per capita,2021,
2026,Chad,Sub-Saharan Africa,Logged GDP per capita,2021,7.364
2027,Chile,Latin America and Caribbean,Logged GDP per capita,2021,10.071
2028,China,East Asia,Logged GDP per capita,2021,9.673
2029,Colombia,Latin America and Caribbean,Logged GDP per capita,2021,9.557
2030,Comoros,Sub-Saharan Africa,Logged GDP per capita,2021,8.031
2031,Congo (Brazzaville),Sub-Saharan Africa,Logged GDP per capita,2021,8.117
2032,Congo (Kinshasa),Sub-Saharan Africa,Logged GDP per capita,2021,
2033,Costa Rica,Latin America and Caribbean,Logged GDP per capita,2021,9.88
2034,Croatia,Central and Eastern Europe,Logged GDP per capita,2021,10.217
2035,Cyprus,Western Europe,Logged GDP per capita,2021,10.576
2036,Czech Republic,Central and Eastern Europe,Logged GDP per capita,2021,10.556
2037,Denmark,Western Europe,Logged GDP per capita,2021,10.933
2038,Dominican Republic,Latin America and Caribbean,Logged GDP per capita,2021,9.802
2039,Ecuador,Latin America and Caribbean,Logged GDP per capita,2021,9.313
2040,Egypt,Middle East and North Africa,Logged GDP per capita,2021,9.367
2041,El Salvador,Latin America and Caribbean,Logged GDP per capita,2021,9.054
2042,Estonia,Central and Eastern Europe,Logged GDP per capita,2021,10.481
2043,Ethiopia,Sub-Saharan Africa,Logged GDP per capita,2021,7.694
2044,Finland,Western Europe,Logged GDP per capita,2021,10.775
2045,France,Western Europe,Logged GDP per capita,2021,10.704
2046,Gabon,Sub-Saharan Africa,Logged GDP per capita,2021,9.603
2047,Gambia,Sub-Saharan Africa,Logged GDP per capita,2021,7.686
2048,Georgia,Commonwealth of Independent States,Logged GDP per capita,2021,9.585
2049,Germany,Western Europe,Logged GDP per capita,2021,10.873
2050,Ghana,Sub-Saharan Africa,Logged GDP per capita,2021,8.58
2051,Greece,Western Europe,Logged GDP per capita,2021,10.279
2052,Guatemala,Latin America and Caribbean,Logged GDP per capita,2021,9.053
2053,Guinea,Sub-Saharan Africa,Logged GDP per capita,2021,7.838
2054,Haiti,Latin America and Caribbean,Logged GDP per capita,2021,7.477
2055,Honduras,Latin America and Caribbean,Logged GDP per capita,2021,8.648
2056,Hong Kong S.A.R. of China,East Asia,Logged GDP per capita,2021,11.0
2057,Hungary,Central and Eastern Europe,Logged GDP per capita,2021,10.358
2058,Iceland,Western Europe,Logged GDP per capita,2021,10.878
2059,India,South Asia,Logged GDP per capita,2021,8.755
2060,Indonesia,Southeast Asia,Logged GDP per capita,2021,9.365
2061,Iran,Middle East and North Africa,Logged GDP per capita,2021,9.584
2062,Iraq,Middle East and North Africa,Logged GDP per capita,2021,9.24
2063,Ireland,Western Europe,Logged GDP per capita,2021,11.342
2064,Israel,Middle East and North Africa,Logged GDP per capita,2021,10.575
2065,Italy,Western Europe,Logged GDP per capita,2021,10.623
2066,Ivory Coast,Sub-Saharan Africa,Logged GDP per capita,2021,8.551
2067,Jamaica,Latin America and Caribbean,Logged GDP per capita,2021,9.186
2068,Japan,East Asia,Logged GDP per capita,2021,10.611
2069,Jordan,Middle East and North Africa,Logged GDP per capita,2021,9.182
2070,Kazakhstan,Commonwealth of Independent States,Logged GDP per capita,2021,10.155
2071,Kenya,Sub-Saharan Africa,Logged GDP per capita,2021,8.361
2072,Kosovo,Central and Eastern Europe,Logged GDP per capita,2021,9.318
2073,Kuwait,Middle East and North Africa,Logged GDP per capita,2021,10.817
2074,Kyrgyzstan,Commonwealth of Independent States,Logged GDP per capita,2021,8.538
2075,Laos,Southeast Asia,Logged GDP per capita,2021,8.947
2076,Latvia,Central and Eastern Europe,Logged GDP per capita,2021,10.315
2077,Lebanon,Middle East and North Africa,Logged GDP per capita,2021,9.626
2078,Lesotho,Sub-Saharan Africa,Logged GDP per capita,2021,7.926
2079,Liberia,Sub-Saharan Africa,Logged GDP per capita,2021,7.288
2080,Libya,Middle East and North Africa,Logged GDP per capita,2021,9.622
2081,Lithuania,Central and Eastern Europe,Logged GDP per capita,2021,10.499
2082,Luxembourg,Western Europe,Logged GDP per capita,2021,11.647
2083,Macedonia,Central and Eastern Europe,Logged GDP per capita,2021,
2084,Madagascar,Sub-Saharan Africa,Logged GDP per capita,2021,7.396
2085,Malawi,Sub-Saharan Africa,Logged GDP per capita,2021,6.958
2086,Malaysia,Southeast Asia,Logged GDP per capita,2021,10.238
2087,Maldives,South Asia,Logged GDP per capita,2021,9.826
2088,Mali,Sub-Saharan Africa,Logged GDP per capita,2021,7.744
2089,Malta,Western Europe,Logged GDP per capita,2021,10.674
2090,Mauritania,Sub-Saharan Africa,Logged GDP per capita,2021,8.542
2091,Mauritius,Sub-Saharan Africa,Logged GDP per capita,2021,10.008
2092,Mexico,Latin America and Caribbean,Logged GDP per capita,2021,9.859
2093,Moldova,Commonwealth of Independent States,Logged GDP per capita,2021,9.454
2094,Mongolia,East Asia,Logged GDP per capita,2021,9.4
2095,Montenegro,Central and Eastern Europe,Logged GDP per capita,2021,9.94
2096,Morocco,Middle East and North Africa,Logged GDP per capita,2021,8.903
2097,Mozambique,Sub-Saharan Africa,Logged GDP per capita,2021,7.158
2098,Myanmar,Southeast Asia,Logged GDP per capita,2021,8.541
2099,Namibia,Sub-Saharan Africa,Logged GDP per capita,2021,9.161
2100,Nepal,South Asia,Logged GDP per capita,2021,8.12
2101,Netherlands,Western Europe,Logged GDP per capita,2021,10.932
2102,New Zealand,North America and ANZ,Logged GDP per capita,2021,10.643
2103,Nicaragua,Latin America and Caribbean,Logged GDP per capita,2021,8.62
2104,Niger,Sub-Saharan Africa,Logged GDP per capita,2021,7.098
2105,Nigeria,Sub-Saharan Africa,Logged GDP per capita,2021,8.533
2106,North Cyprus,Western Europe,Logged GDP per capita,2021,10.576
2107,North Macedonia,Central and Eastern Europe,Logged GDP per capita,2021,9.693
2108,Norway,Western Europe,Logged GDP per capita,2021,11.053
2109,Pakistan,South Asia,Logged GDP per capita,2021,8.458
2110,Palestinian Territories,Middle East and North Africa,Logged GDP per capita,2021,8.485
2111,Panama,Latin America and Caribbean,Logged GDP per capita,2021,10.35
2112,Paraguay,Latin America and Caribbean,Logged GDP per capita,2021,9.448
2113,Peru,Latin America and Caribbean,Logged GDP per capita,2021,9.458
